edad,trabajo,emarital,educacion,mora,ingresos,gastos,casa,prestamo,contacto,dia,mes,duracion,campa,tdias,previo,resultado,credito
39,admin,soltero,secundaria,no,4114.94,217.81,si,no,NA,20,may,140,1,-1,0,NA,no
60,tecnico,casado,NA,no,194.52,187.87,si,no,NA,20,may,21,11,-1,0,NA,no
30,obrero,casado,secundaria,no,106.34,188.99,si,no,NA,20,may,184,1,-1,0,NA,no
34,manager,soltero,secundaria,no,86.73,68.82,si,no,NA,20,may,20,14,-1,0,NA,no
57,manager,casado,terciaria,no,85.13,153.03,si,si,NA,20,may,107,2,-1,0,NA,no
36,obrero,casado,secundaria,no,4504.61,325.76,si,no,NA,20,may,446,1,-1,0,NA,si
39,admin,casado,secundaria,no,6495.1,367.19,no,si,NA,20,may,661,1,-1,0,NA,no
38,obrero,casado,secundaria,no,241.14,32.73,si,si,NA,20,may,172,1,-1,0,NA,no
37,manager,divorciado,terciaria,no,125.63,181.75,si,si,NA,20,may,125,4,-1,0,NA,no
36,manager,casado,terciaria,no,853.42,146.21,si,no,NA,20,may,280,1,-1,0,NA,no
39,obrero,casado,secundaria,no,310.57,277.99,si,no,NA,20,may,216,1,-1,0,NA,no
35,empresario,casado,secundaria,no,100.27,71.2,si,no,NA,20,may,81,1,-1,0,NA,no
47,obrero,casado,secundaria,no,377.36,312.89,si,no,NA,20,may,409,2,-1,0,NA,no
37,manager,casado,terciaria,no,495.64,323.92,si,no,NA,20,may,226,1,-1,0,NA,no
39,desempleado,casado,secundaria,no,102.17,411.76,si,no,NA,20,may,191,1,-1,0,NA,no
35,obrero,casado,secundaria,no,1683.08,153.48,si,si,NA,20,may,171,1,-1,0,NA,no
32,manager,divorciado,primaria,no,189.02,90.26,si,no,NA,20,may,13,12,-1,0,NA,no
30,manager,soltero,terciaria,no,3170.38,170.87,si,no,NA,20,may,133,1,-1,0,NA,no
38,obrero,soltero,primaria,no,470.36,23.86,si,no,NA,20,may,656,1,-1,0,NA,no
35,obrero,divorciado,secundaria,no,90.61,4.26,si,no,NA,20,may,1205,1,-1,0,NA,si
31,obrero,casado,secundaria,no,-11.5,207.7,si,no,NA,20,may,202,6,-1,0,NA,no
35,obrero,casado,secundaria,no,331.22,23.79,si,si,NA,20,may,205,1,-1,0,NA,no
38,manager,casado,terciaria,no,37.15,79.4,si,no,NA,20,may,206,1,-1,0,NA,no
34,servicios,casado,secundaria,no,54.21,177.89,si,no,NA,20,may,79,1,-1,0,NA,no
30,manager,soltero,terciaria,no,217.49,180.13,si,no,NA,20,may,186,4,-1,0,NA,no
31,servicios,divorciado,secundaria,no,1306.07,58.66,si,no,NA,20,may,532,1,-1,0,NA,no
54,servicios,casado,secundaria,no,4550.29,409.66,si,no,NA,20,may,97,2,-1,0,NA,no
40,tecnico,casado,secundaria,no,1342.25,331.9,no,no,NA,20,may,234,5,-1,0,NA,no
35,obrero,casado,secundaria,no,537.08,26.9,si,no,NA,20,may,328,1,-1,0,NA,no
35,tecnico,soltero,secundaria,no,1918.29,130.03,si,no,NA,20,may,297,1,-1,0,NA,no
29,servicios,soltero,secundaria,no,324.38,98.53,si,no,NA,20,may,1882,2,-1,0,NA,si
33,admin,soltero,terciaria,no,713.71,50,si,no,NA,20,may,243,1,-1,0,NA,no
31,estudiante,soltero,secundaria,no,439.41,110.39,si,no,NA,20,may,81,1,-1,0,NA,no
51,hogar,casado,primaria,no,586.53,327.63,si,no,NA,20,may,142,3,-1,0,NA,no
35,obrero,casado,primaria,no,195.93,109.55,si,no,NA,20,may,1334,1,-1,0,NA,si
38,autoempleo,casado,secundaria,no,833.2,147.86,si,no,NA,20,may,775,1,-1,0,NA,no
36,desempleado,casado,secundaria,no,819.26,66.97,si,no,NA,20,may,335,1,-1,0,NA,no
37,manager,casado,secundaria,no,3235.86,45.13,si,no,NA,20,may,168,1,-1,0,NA,no
29,tecnico,casado,terciaria,no,92.8,33.38,si,no,NA,20,may,68,2,-1,0,NA,no
53,servicios,casado,primaria,no,630.85,158.23,si,no,NA,20,may,121,2,-1,0,NA,no
34,obrero,casado,secundaria,no,4722.6,60.88,si,si,NA,20,may,217,1,-1,0,NA,no
31,autoempleo,soltero,terciaria,no,1873.19,113.32,si,no,NA,20,may,68,1,-1,0,NA,no
38,admin,divorciado,secundaria,no,3819.09,87.47,si,no,NA,20,may,119,1,-1,0,NA,no
36,admin,casado,secundaria,no,538.37,383.92,si,no,NA,20,may,160,1,-1,0,NA,no
36,manager,casado,terciaria,no,888.63,220.35,si,no,NA,20,may,294,15,-1,0,NA,no
32,estudiante,soltero,NA,no,1664.02,120.45,si,no,NA,20,may,57,1,-1,0,NA,no
38,obrero,casado,secundaria,no,72.26,76.3,si,no,NA,20,may,90,1,-1,0,NA,no
36,obrero,casado,secundaria,no,7681.54,320.15,si,no,NA,20,may,600,1,-1,0,NA,no
35,obrero,casado,secundaria,no,4694.27,511.8,si,no,NA,20,may,148,1,-1,0,NA,no
31,manager,casado,terciaria,no,893.12,100.45,no,no,NA,20,may,38,1,-1,0,NA,no
32,obrero,casado,primaria,no,91.38,25.8,si,no,NA,20,may,142,1,-1,0,NA,no
32,servicios,casado,secundaria,no,428.44,157.11,si,no,NA,20,may,466,1,-1,0,NA,no
36,servicios,casado,secundaria,no,452.94,28.16,si,no,NA,20,may,26,1,-1,0,NA,no
32,desempleado,casado,secundaria,no,178.56,21.81,si,no,NA,20,may,203,2,-1,0,NA,no
33,obrero,casado,terciaria,no,6183.78,338.72,si,no,NA,20,may,369,1,-1,0,NA,no
30,obrero,casado,secundaria,no,1895.06,117.89,si,no,NA,20,may,29,1,-1,0,NA,no
39,servicios,casado,secundaria,no,60.85,230.9,si,no,NA,20,may,793,2,-1,0,NA,no
35,admin,casado,secundaria,no,3260.7,374.07,si,no,NA,20,may,71,1,-1,0,NA,no
31,obrero,casado,secundaria,no,94.83,105.8,si,no,NA,20,may,182,2,-1,0,NA,si
30,servicios,soltero,secundaria,no,765.31,101.77,si,no,NA,20,may,203,1,-1,0,NA,no
34,servicios,casado,primaria,no,1150.41,360.8,si,no,NA,20,may,167,1,-1,0,NA,no
30,obrero,soltero,secundaria,no,4679.59,28.39,si,no,NA,20,may,37,1,-1,0,NA,no
31,obrero,soltero,secundaria,no,2143.39,187.44,si,no,NA,20,may,34,1,-1,0,NA,no
39,autoempleo,casado,terciaria,no,3126.43,157.45,si,si,NA,20,may,394,1,-1,0,NA,no
36,tecnico,casado,secundaria,no,485.41,343.72,si,si,NA,20,may,127,1,-1,0,NA,no
32,manager,soltero,terciaria,no,940.04,33.27,si,no,NA,20,may,264,1,-1,0,NA,no
33,servicios,casado,secundaria,no,4484.66,440.57,si,no,NA,20,may,265,1,-1,0,NA,no
33,servicios,casado,secundaria,no,5583.74,214.34,si,no,NA,20,may,231,1,-1,0,NA,no
34,tecnico,divorciado,secundaria,no,4056.33,224.09,si,no,NA,20,may,320,1,-1,0,NA,no
39,hogar,casado,primaria,no,5005.2,439.23,si,no,NA,20,may,101,1,-1,0,NA,no
35,manager,casado,terciaria,no,501.52,60.02,si,no,NA,20,may,110,1,-1,0,NA,no
60,retirado,soltero,secundaria,no,72.19,133.08,si,no,NA,20,may,121,3,-1,0,NA,no
34,tecnico,soltero,terciaria,no,832.5,18.04,no,no,NA,20,may,265,1,-1,0,NA,no
33,tecnico,casado,secundaria,no,683.2,317.56,si,no,NA,20,may,345,1,-1,0,NA,no
59,admin,divorciado,secundaria,no,25.67,312.94,si,si,NA,20,may,171,1,-1,0,NA,no
31,admin,soltero,secundaria,no,161.48,50.23,no,no,NA,20,may,572,1,-1,0,NA,no
36,tecnico,casado,secundaria,no,140.69,127.74,si,no,NA,20,may,67,1,-1,0,NA,no
36,tecnico,divorciado,secundaria,no,491.88,221.2,si,no,NA,20,may,25,1,-1,0,NA,no
38,obrero,casado,secundaria,no,780.03,51.39,si,si,NA,20,may,269,1,-1,0,NA,no
32,obrero,casado,secundaria,no,409.79,97.21,si,no,NA,20,may,132,1,-1,0,NA,no
32,tecnico,soltero,secundaria,no,1750.48,105.51,si,no,NA,20,may,115,1,-1,0,NA,no
39,servicios,casado,secundaria,no,9448.05,610.11,si,no,NA,20,may,273,1,-1,0,NA,no
39,retirado,casado,secundaria,no,536.06,470.3,no,no,NA,20,may,56,1,-1,0,NA,no
33,hogar,casado,terciaria,no,5062.2,160.16,si,no,NA,20,may,434,1,-1,0,NA,no
23,servicios,soltero,secundaria,no,271.92,32.51,si,no,NA,20,may,507,1,-1,0,NA,no
39,empresario,casado,terciaria,no,2695.74,262,si,no,NA,20,may,253,1,-1,0,NA,no
36,obrero,casado,NA,no,18025.26,364.4,si,no,NA,20,may,100,1,-1,0,NA,no
38,tecnico,soltero,secundaria,no,646.54,116.95,si,no,NA,20,may,116,1,-1,0,NA,no
35,admin,casado,secundaria,no,2230.65,30.75,si,no,NA,20,may,124,1,-1,0,NA,no
27,tecnico,soltero,terciaria,no,-200.39,26.45,si,no,NA,20,may,66,2,-1,0,NA,no
31,admin,soltero,secundaria,no,239.45,210.37,si,si,NA,20,may,233,2,-1,0,NA,no
58,hogar,casado,primaria,no,68.69,51.65,si,no,NA,20,may,90,1,-1,0,NA,no
34,tecnico,divorciado,secundaria,no,2097.49,252.72,si,si,NA,20,may,104,1,-1,0,NA,no
31,admin,soltero,secundaria,no,216.89,365.31,si,no,NA,20,may,187,1,-1,0,NA,no
36,obrero,casado,NA,no,-582.11,88.47,si,no,NA,20,may,92,2,-1,0,NA,no
34,admin,casado,secundaria,no,1775.13,108.01,no,no,NA,20,may,423,1,-1,0,NA,no
37,tecnico,casado,secundaria,no,477.01,152.46,si,no,NA,20,may,215,2,-1,0,NA,no
37,admin,casado,secundaria,no,1369.92,143.67,si,no,NA,20,may,209,1,-1,0,NA,no
33,tecnico,soltero,secundaria,no,1854.58,38.55,si,no,NA,20,may,181,1,-1,0,NA,no
33,admin,casado,secundaria,no,59.21,192.04,si,no,NA,20,may,201,1,-1,0,NA,no
39,obrero,casado,secundaria,no,83.4,255.39,si,si,NA,20,may,40,1,-1,0,NA,no
35,obrero,soltero,primaria,no,115.75,123.56,no,no,NA,20,may,317,1,-1,0,NA,no
35,obrero,casado,secundaria,no,2149.77,258.93,si,no,NA,20,may,447,1,-1,0,NA,no
34,servicios,soltero,secundaria,no,8203.33,161.52,si,no,NA,20,may,137,1,-1,0,NA,no
39,servicios,casado,secundaria,no,492.68,329.04,si,si,NA,20,may,184,1,-1,0,NA,no
37,manager,soltero,terciaria,no,530.64,20.9,si,no,NA,20,may,121,1,-1,0,NA,no
42,manager,casado,secundaria,no,2498.43,146.19,si,no,NA,20,may,138,4,-1,0,NA,no
40,obrero,casado,secundaria,no,953.82,153.25,si,no,NA,20,may,207,6,-1,0,NA,no
37,obrero,casado,primaria,no,452.61,250.01,si,si,NA,20,may,309,1,-1,0,NA,no
37,obrero,casado,primaria,no,2331.89,73.36,si,no,NA,20,may,214,1,-1,0,NA,no
36,tecnico,soltero,secundaria,no,449.35,146.22,si,no,NA,20,may,134,1,-1,0,NA,no
35,empresario,casado,secundaria,no,1246.9,210.85,si,no,NA,20,may,284,1,-1,0,NA,no
35,servicios,casado,secundaria,no,4206.61,140.21,si,no,NA,20,may,1777,1,-1,0,NA,si
37,manager,casado,terciaria,no,5501.94,385.95,si,si,NA,20,may,774,1,-1,0,NA,no
35,tecnico,divorciado,secundaria,si,4.55,10.72,si,no,NA,20,may,265,1,-1,0,NA,no
30,autoempleo,soltero,secundaria,no,4079.55,99.43,si,no,NA,20,may,62,1,-1,0,NA,no
37,manager,soltero,NA,no,775.05,198.15,si,no,NA,20,may,247,2,-1,0,NA,no
31,admin,soltero,secundaria,no,2229.25,103.73,si,no,NA,20,may,89,1,-1,0,NA,no
56,empresario,casado,terciaria,no,8809.84,355.28,si,no,NA,20,may,318,3,-1,0,NA,no
37,obrero,casado,secundaria,no,425.64,1.5,si,no,NA,20,may,277,2,-1,0,NA,no
33,obrero,casado,primaria,no,242.67,8.73,si,no,NA,20,may,135,1,-1,0,NA,no
40,obrero,casado,primaria,no,-649.95,16,si,no,NA,20,may,126,3,-1,0,NA,no
38,servicios,casado,secundaria,no,540.74,98.11,si,no,NA,20,may,411,1,-1,0,NA,no
41,servicios,soltero,secundaria,no,1710.5,422.66,si,no,NA,20,may,85,1,-1,0,NA,no
38,obrero,casado,secundaria,no,-82.8,106.85,no,no,NA,20,may,100,1,-1,0,NA,no
36,tecnico,casado,secundaria,no,3828.14,479.74,si,no,NA,20,may,83,1,-1,0,NA,no
31,tecnico,soltero,secundaria,no,61.37,17.43,si,no,NA,20,may,71,3,-1,0,NA,no
31,tecnico,casado,secundaria,no,49.12,154.51,no,no,NA,20,may,199,4,-1,0,NA,no
52,obrero,divorciado,primaria,no,66.58,221.01,si,si,NA,20,may,47,1,-1,0,NA,no
31,manager,soltero,terciaria,no,2102.26,83.34,si,no,NA,20,may,253,1,-1,0,NA,no
39,obrero,casado,secundaria,no,403.9,19.48,si,no,NA,20,may,244,1,-1,0,NA,no
35,admin,casado,secundaria,no,-71.55,245.65,si,no,NA,20,may,224,1,-1,0,NA,no
22,servicios,casado,secundaria,no,69.46,163.07,si,si,NA,20,may,56,1,-1,0,NA,no
38,admin,casado,terciaria,no,4474.89,122.03,si,no,NA,20,may,638,2,-1,0,NA,no
39,obrero,casado,primaria,no,873.19,294.21,si,no,NA,20,may,311,1,-1,0,NA,no
34,servicios,soltero,terciaria,no,421.86,24,no,no,NA,20,may,77,1,-1,0,NA,no
34,obrero,casado,primaria,no,248.15,28.07,si,si,NA,20,may,177,1,-1,0,NA,no
36,obrero,divorciado,secundaria,no,274.3,10.75,si,no,NA,20,may,189,1,-1,0,NA,no
32,obrero,soltero,secundaria,no,750.39,146.57,si,no,NA,20,may,152,1,-1,0,NA,no
33,manager,soltero,primaria,no,4985.63,424.5,si,no,NA,20,may,151,1,-1,0,NA,no
33,servicios,casado,secundaria,no,82.81,3.68,si,no,NA,20,may,217,1,-1,0,NA,no
36,admin,casado,secundaria,no,2115.88,74.17,si,no,NA,20,may,24,1,-1,0,NA,no
32,obrero,casado,secundaria,no,548.68,159.3,si,no,NA,20,may,212,1,-1,0,NA,no
42,obrero,casado,primaria,no,1103.19,59.85,si,no,NA,20,may,163,2,-1,0,NA,no
43,manager,casado,terciaria,no,43.96,96.92,si,no,NA,20,may,473,2,-1,0,NA,no
35,autoempleo,soltero,secundaria,no,329.32,29.87,si,no,NA,20,may,68,1,-1,0,NA,no
37,hogar,soltero,secundaria,no,2097.26,190.93,si,no,NA,20,may,485,1,-1,0,NA,no
33,obrero,casado,secundaria,no,15.25,59.74,si,no,NA,20,may,172,1,-1,0,NA,no
26,estudiante,soltero,secundaria,no,356.45,197.32,si,no,NA,20,may,77,2,-1,0,NA,no
37,tecnico,soltero,terciaria,no,5169.86,193.8,si,no,NA,20,may,396,1,-1,0,NA,no
33,servicios,casado,secundaria,no,456.98,98.3,si,no,NA,20,may,274,2,-1,0,NA,no
40,admin,casado,terciaria,no,107.65,92.01,si,no,NA,20,may,88,2,-1,0,NA,no
36,tecnico,divorciado,secundaria,no,640,35.78,si,no,NA,20,may,129,2,-1,0,NA,no
35,obrero,casado,primaria,no,410.59,223.4,si,si,NA,20,may,474,2,-1,0,NA,no
36,obrero,casado,NA,no,817.75,188.14,si,no,NA,20,may,268,2,-1,0,NA,no
39,admin,divorciado,secundaria,no,-550.17,107.21,si,no,NA,20,may,374,2,-1,0,NA,no
60,manager,casado,terciaria,no,400.41,36.21,si,no,NA,20,may,72,5,-1,0,NA,no
34,admin,soltero,secundaria,no,178.45,17.35,si,no,NA,20,may,61,2,-1,0,NA,no
32,obrero,casado,primaria,no,266.84,180.07,si,no,NA,20,may,205,2,-1,0,NA,no
33,manager,soltero,terciaria,no,197.69,6.98,si,si,NA,20,may,347,6,-1,0,NA,no
59,obrero,casado,primaria,no,76.99,278.01,si,si,NA,20,may,355,1,-1,0,NA,no
35,manager,soltero,secundaria,no,5362.95,144.43,si,no,NA,20,may,211,2,-1,0,NA,no
34,admin,soltero,terciaria,no,538.56,51.27,si,no,NA,20,may,211,1,-1,0,NA,no
42,manager,casado,terciaria,no,78.12,51.16,no,no,NA,20,may,66,12,-1,0,NA,no
38,empresario,casado,primaria,no,742.99,232.47,si,no,NA,20,may,1452,10,-1,0,NA,no
33,servicios,casado,NA,no,165.37,39.27,si,no,NA,20,may,341,1,-1,0,NA,no
32,obrero,soltero,primaria,no,1738.06,123.66,no,no,NA,20,may,14,1,-1,0,NA,no
30,obrero,casado,secundaria,no,731.45,175.3,si,no,NA,20,may,610,2,-1,0,NA,no
34,manager,soltero,terciaria,no,737.24,0.39,si,si,NA,20,may,120,1,-1,0,NA,no
59,retirado,casado,secundaria,no,-222.04,399.57,si,no,NA,20,may,407,1,-1,0,NA,no
32,admin,casado,secundaria,no,45.86,313.02,si,no,NA,20,may,464,2,-1,0,NA,no
54,hogar,casado,secundaria,no,245.64,34.56,si,no,NA,20,may,547,7,-1,0,NA,no
48,manager,divorciado,primaria,no,494.34,67.5,si,no,NA,20,may,152,2,-1,0,NA,no
36,obrero,casado,primaria,no,8234.48,301.47,si,no,NA,20,may,522,1,-1,0,NA,no
29,servicios,soltero,secundaria,no,84.63,194.55,si,no,NA,20,may,227,9,-1,0,NA,no
39,obrero,soltero,secundaria,no,4351.48,122.28,si,no,NA,20,may,1376,2,-1,0,NA,no
54,servicios,divorciado,NA,no,2226.73,202.81,no,no,NA,20,may,134,5,-1,0,NA,no
36,admin,soltero,secundaria,no,61.45,69.16,no,no,NA,20,may,37,1,-1,0,NA,no
33,tecnico,casado,secundaria,no,160.06,7.87,si,si,NA,20,may,360,1,-1,0,NA,no
32,manager,soltero,terciaria,no,1358.16,154.27,si,no,NA,20,may,51,1,-1,0,NA,no
41,servicios,divorciado,secundaria,no,164.89,1.47,no,no,NA,20,may,834,6,-1,0,NA,no
34,obrero,soltero,primaria,no,801.04,35.64,si,no,NA,20,may,106,1,-1,0,NA,no
34,servicios,casado,secundaria,no,-3.64,83.77,si,si,NA,20,may,194,1,-1,0,NA,no
53,hogar,casado,secundaria,no,855.56,204.89,si,no,NA,20,may,535,1,-1,0,NA,no
38,servicios,casado,secundaria,si,-172.06,0.1,si,si,NA,20,may,236,2,-1,0,NA,no
33,obrero,casado,secundaria,no,3323.75,28.63,si,no,NA,20,may,182,1,-1,0,NA,no
32,tecnico,casado,secundaria,no,11776.02,531.62,si,no,NA,20,may,296,1,-1,0,NA,no
33,servicios,casado,secundaria,no,282.78,237.45,si,si,NA,20,may,201,1,-1,0,NA,no
35,obrero,casado,secundaria,no,2741.43,184.63,si,no,NA,20,may,281,1,-1,0,NA,no
34,manager,casado,terciaria,no,58.36,2.24,si,no,NA,20,may,150,1,-1,0,NA,no
37,empresario,casado,secundaria,no,5159,472.69,si,no,NA,20,may,79,1,-1,0,NA,no
38,desempleado,casado,secundaria,no,262.81,58.34,si,no,NA,20,may,359,2,-1,0,NA,no
39,hogar,casado,terciaria,no,141.05,23.74,si,no,NA,20,may,332,2,-1,0,NA,no
43,obrero,casado,primaria,no,95.59,216.76,si,no,NA,20,may,592,1,-1,0,NA,no
39,admin,casado,secundaria,no,2102.25,253.97,si,no,NA,20,may,166,1,-1,0,NA,no
38,obrero,casado,primaria,no,259.05,4.66,si,no,NA,20,may,245,1,-1,0,NA,no
40,servicios,casado,primaria,no,3638.08,11.05,si,no,NA,20,may,138,8,-1,0,NA,no
38,autoempleo,casado,secundaria,no,376.12,247.96,si,no,NA,20,may,369,1,-1,0,NA,no
32,admin,divorciado,secundaria,no,217.75,128.2,si,si,NA,20,may,158,1,-1,0,NA,no
31,obrero,soltero,secundaria,no,5681.13,377.46,no,no,NA,20,may,261,1,-1,0,NA,no
32,obrero,casado,primaria,no,8355.73,120.42,no,no,NA,20,may,131,1,-1,0,NA,no
37,obrero,soltero,primaria,no,7005.81,164.99,si,no,NA,20,may,412,1,-1,0,NA,no
30,manager,soltero,terciaria,no,57.81,38.97,no,no,NA,20,may,121,11,-1,0,NA,no
46,empresario,casado,secundaria,no,672.54,15.96,si,no,NA,20,may,137,2,-1,0,NA,no
36,hogar,soltero,secundaria,no,7245.25,347.06,si,no,NA,20,may,216,2,-1,0,NA,no
34,obrero,casado,primaria,no,560.86,26.36,si,no,NA,20,may,324,1,-1,0,NA,no
32,obrero,casado,secundaria,no,171.49,155.16,si,si,NA,20,may,235,2,-1,0,NA,no
34,servicios,divorciado,secundaria,no,57.47,4.65,si,si,NA,20,may,203,1,-1,0,NA,no
33,obrero,casado,primaria,no,3581.2,358.01,si,no,NA,20,may,697,2,-1,0,NA,no
37,empresario,casado,terciaria,no,4867.26,48.39,si,no,NA,20,may,156,2,-1,0,NA,no
34,tecnico,soltero,secundaria,no,154.7,321.02,si,no,NA,20,may,1182,4,-1,0,NA,si
37,obrero,casado,primaria,no,741.57,174.5,si,si,NA,20,may,170,2,-1,0,NA,no
31,servicios,casado,terciaria,no,633.06,251.72,si,si,NA,20,may,272,2,-1,0,NA,no
47,empresario,casado,secundaria,no,183.12,202.77,si,no,NA,20,may,132,1,-1,0,NA,no
36,manager,soltero,secundaria,no,399.64,68.07,si,no,NA,20,may,271,1,-1,0,NA,no
31,desempleado,casado,secundaria,no,364.67,83.52,si,no,NA,20,may,378,3,-1,0,NA,no
33,obrero,casado,secundaria,no,67.45,76.82,si,si,NA,20,may,114,1,-1,0,NA,no
33,obrero,casado,secundaria,no,47.71,105.32,si,si,NA,20,may,107,1,-1,0,NA,no
39,obrero,casado,primaria,no,502.84,203.02,si,no,NA,20,may,383,1,-1,0,NA,no
37,obrero,divorciado,secundaria,no,656,71.64,si,no,NA,20,may,185,1,-1,0,NA,no
34,tecnico,soltero,secundaria,no,760.56,432.29,si,no,NA,20,may,254,1,-1,0,NA,no
33,manager,casado,terciaria,no,243.8,286.19,no,no,NA,20,may,717,1,-1,0,NA,no
31,obrero,soltero,primaria,no,5187.91,214.16,si,no,NA,20,may,157,1,-1,0,NA,no
33,admin,casado,secundaria,no,1524.75,19.32,si,no,NA,20,may,85,2,-1,0,NA,no
30,manager,casado,terciaria,no,919.57,77.49,si,no,NA,20,may,249,3,-1,0,NA,no
34,servicios,casado,secundaria,no,-407.37,324.85,si,no,NA,20,may,309,2,-1,0,NA,no
31,estudiante,soltero,terciaria,no,469.84,22.16,si,no,NA,20,may,112,2,-1,0,NA,no
36,empresario,casado,secundaria,no,212.92,10.81,no,no,NA,20,may,98,1,-1,0,NA,no
37,manager,soltero,terciaria,no,23924.16,883.5,no,no,NA,20,may,188,3,-1,0,NA,no
31,servicios,soltero,secundaria,no,2100.19,267.84,si,no,NA,20,may,148,1,-1,0,NA,no
39,admin,casado,secundaria,no,-296.35,272.87,si,no,NA,20,may,145,2,-1,0,NA,no
34,manager,casado,terciaria,no,1052.4,134.3,si,no,NA,20,may,415,2,-1,0,NA,no
43,manager,casado,terciaria,no,1878.57,118.47,si,no,NA,20,may,742,2,-1,0,NA,no
43,obrero,casado,primaria,si,-568.09,12.63,si,no,NA,20,may,37,9,-1,0,NA,no
34,obrero,casado,secundaria,no,1361.14,210.58,si,no,NA,20,may,120,1,-1,0,NA,no
36,obrero,casado,secundaria,no,1882.8,93.89,si,si,NA,20,may,185,2,-1,0,NA,no
55,admin,casado,NA,no,1926.26,48.34,si,no,NA,20,may,204,1,-1,0,NA,no
31,admin,soltero,secundaria,no,492.78,186.24,si,si,NA,20,may,1045,1,-1,0,NA,si
32,obrero,casado,secundaria,no,5032.68,188.7,si,no,NA,20,may,205,2,-1,0,NA,no
31,obrero,casado,secundaria,no,258.5,19.87,si,no,NA,20,may,74,2,-1,0,NA,no
31,obrero,casado,primaria,no,106.38,37.64,si,no,NA,20,may,51,26,-1,0,NA,no
33,manager,soltero,secundaria,no,62.33,81.61,no,no,NA,20,may,190,2,-1,0,NA,no
32,admin,casado,primaria,no,1413.08,191.22,si,no,NA,20,may,325,3,-1,0,NA,no
44,tecnico,divorciado,secundaria,no,1060.72,149.17,si,no,NA,20,may,650,3,-1,0,NA,si
33,servicios,casado,secundaria,no,5036.39,422.11,si,no,NA,20,may,148,2,-1,0,NA,no
39,servicios,casado,secundaria,no,1468.25,205.35,si,no,NA,20,may,212,2,-1,0,NA,no
39,obrero,casado,primaria,no,1461.18,43.95,si,no,NA,20,may,625,2,-1,0,NA,no
33,servicios,soltero,secundaria,no,86.85,84.41,si,no,NA,20,may,134,3,-1,0,NA,no
40,obrero,casado,NA,no,550.81,166.71,si,no,NA,20,may,97,8,-1,0,NA,no
34,tecnico,soltero,secundaria,no,1230.13,241.88,si,no,NA,20,may,438,2,-1,0,NA,no
39,manager,casado,terciaria,no,424.29,228.07,si,no,NA,20,may,999,3,-1,0,NA,no
32,obrero,casado,secundaria,no,2434.97,91.01,si,no,NA,20,may,127,2,-1,0,NA,no
34,obrero,casado,secundaria,no,2748.85,84.04,si,no,NA,20,may,446,2,-1,0,NA,no
59,obrero,casado,secundaria,no,87.97,16.98,si,no,NA,20,may,217,4,-1,0,NA,no
39,obrero,casado,primaria,no,691.31,64.52,si,no,NA,20,may,169,1,-1,0,NA,no
34,servicios,casado,secundaria,si,505.92,172.23,si,no,NA,20,may,247,3,-1,0,NA,no
36,servicios,soltero,secundaria,no,813.9,53.89,si,no,NA,20,may,140,1,-1,0,NA,no
35,obrero,casado,secundaria,no,133.73,77.86,no,no,NA,20,may,60,6,-1,0,NA,no
39,tecnico,casado,secundaria,no,7384.21,182.83,si,no,NA,20,may,99,1,-1,0,NA,no
57,hogar,divorciado,primaria,no,319.73,172.63,si,no,NA,20,may,26,14,-1,0,NA,no
46,manager,casado,terciaria,no,574.76,133.52,si,no,NA,20,may,128,6,-1,0,NA,no
58,obrero,casado,primaria,no,157.36,24.68,si,no,NA,20,may,215,3,-1,0,NA,no
32,tecnico,casado,secundaria,no,1002.22,225.75,si,no,NA,20,may,64,1,-1,0,NA,no
34,admin,soltero,secundaria,no,1626.21,67.49,si,si,NA,20,may,52,11,-1,0,NA,no
35,tecnico,soltero,terciaria,no,2074.58,202.26,si,no,NA,20,may,413,2,-1,0,NA,no
36,tecnico,soltero,terciaria,no,240.53,90.33,si,no,NA,20,may,216,2,-1,0,NA,no
40,manager,casado,terciaria,no,977.45,164.9,si,no,NA,20,may,292,1,-1,0,NA,no
44,servicios,casado,secundaria,no,1509.8,269.6,si,no,NA,20,may,129,8,-1,0,NA,no
31,obrero,casado,secundaria,no,1859.92,330.38,si,no,NA,20,may,201,4,-1,0,NA,no
55,autoempleo,casado,secundaria,no,-95,419.87,si,no,NA,20,may,210,2,-1,0,NA,no
35,tecnico,casado,secundaria,no,1450.3,181.99,si,no,NA,20,may,114,1,-1,0,NA,no
31,desempleado,casado,primaria,no,-21.57,80.56,si,no,NA,20,may,657,1,-1,0,NA,no
35,manager,soltero,terciaria,no,1503.33,6.07,si,no,NA,20,may,88,1,-1,0,NA,no
36,admin,casado,terciaria,no,3211.11,159.61,si,no,NA,20,may,147,2,-1,0,NA,no
36,tecnico,soltero,secundaria,no,5520.84,203.82,si,no,NA,20,may,443,1,-1,0,NA,no
30,manager,soltero,terciaria,no,1775.22,143.93,si,no,NA,20,may,73,1,-1,0,NA,no
31,obrero,casado,secundaria,no,45.3,64.7,si,no,NA,20,may,134,1,-1,0,NA,no
41,servicios,casado,secundaria,no,857.58,175.73,si,no,NA,20,may,127,8,-1,0,NA,no
36,obrero,casado,primaria,no,482.02,51.62,si,si,NA,20,may,1063,2,-1,0,NA,si
59,empresario,casado,terciaria,no,799.38,3.65,si,no,NA,20,may,446,2,-1,0,NA,no
36,manager,soltero,terciaria,no,1424.91,41.05,si,no,NA,20,may,144,2,-1,0,NA,no
