edad,trabajo,emarital,educacion,mora,ingresos,gastos,inversion,casa,prestamo,contacto,dia,mes,duracion,campa,tdias,previo,resultado,credito
38,empresario,soltero,secundaria,no,529.03,77.81,1245.173505,si,si,NA,30,may,133,4,-1,0,NA,no
50,empresario,casado,primaria,no,312.47,24.91,670.1507684,si,si,NA,30,may,184,4,-1,0,NA,no
33,obrero,casado,secundaria,no,-246.67,82.5,481.3864549,si,no,NA,30,may,91,9,-1,0,NA,no
44,desempleado,divorciado,primaria,no,831.14,247.25,162.5884713,no,no,NA,30,may,498,4,-1,0,NA,no
27,obrero,casado,NA,no,-391.41,4.84,334.1142655,si,no,NA,30,may,85,7,-1,0,NA,no
37,tecnico,soltero,secundaria,no,1315.31,108.9,3600.52187,si,no,NA,30,may,224,2,-1,0,NA,no
25,estudiante,soltero,secundaria,no,1881.65,144.27,87.86201248,no,no,NA,30,may,242,3,-1,0,NA,no
34,obrero,soltero,secundaria,no,109.88,11.52,2552.067487,si,no,NA,30,may,192,6,-1,0,NA,no
44,servicios,soltero,secundaria,no,-295.96,214.79,2486.477069,si,no,NA,30,may,207,4,-1,0,NA,no
40,tecnico,soltero,secundaria,no,5741.07,289.93,1321.470265,si,no,NA,30,may,553,3,-1,0,NA,si
43,admin,casado,secundaria,no,1853.74,53.84,511.4826755,si,si,NA,30,may,711,1,-1,0,NA,no
35,servicios,casado,secundaria,no,70.13,157.2,1805.4576,no,no,NA,30,may,147,9,-1,0,NA,no
55,manager,divorciado,primaria,no,3708.98,116.1,3257.374189,si,no,NA,30,may,87,1,-1,0,NA,no
42,manager,casado,terciaria,no,2528.12,466.95,895.7035587,si,no,NA,30,may,199,2,-1,0,NA,no
55,admin,soltero,secundaria,no,1958.73,57.42,722.5202952,si,no,NA,30,may,34,2,-1,0,NA,no
30,obrero,soltero,secundaria,no,975.94,18.71,3231.971685,si,no,NA,30,may,65,7,-1,0,NA,no
53,manager,casado,terciaria,no,226.13,102.93,1952.895735,no,no,NA,30,may,150,1,-1,0,NA,no
50,manager,casado,terciaria,no,11601.48,508.4,2718.899904,si,no,NA,30,may,57,1,-1,0,NA,no
55,tecnico,divorciado,terciaria,no,61.25,35.27,2758.416801,si,no,NA,30,may,234,1,-1,0,NA,no
35,obrero,soltero,primaria,no,346.46,288.64,435.1937465,si,no,NA,30,may,521,2,-1,0,NA,no
58,retirado,casado,secundaria,no,1043.22,29.95,333.5582275,si,no,NA,30,may,555,1,-1,0,NA,no
56,servicios,divorciado,NA,no,1963.79,149.91,1763.932226,si,no,NA,30,may,86,1,-1,0,NA,no
42,obrero,divorciado,secundaria,no,754.05,35.76,118.7258793,si,no,NA,30,may,204,4,-1,0,NA,no
38,manager,divorciado,terciaria,no,4536.37,344.98,404.0950148,si,no,NA,30,may,162,1,-1,0,NA,no
30,obrero,casado,primaria,no,-351.84,6.41,504.0185526,si,no,NA,30,may,648,5,-1,0,NA,no
35,empresario,casado,terciaria,no,595.59,254.88,302.5617833,si,no,NA,30,may,659,1,-1,0,NA,no
28,obrero,divorciado,primaria,no,473.6,25.83,207.7346253,si,no,NA,30,may,867,3,-1,0,NA,no
41,autoempleo,soltero,terciaria,no,4019.4,286.61,328.8622252,si,no,NA,30,may,96,2,-1,0,NA,no
43,obrero,casado,secundaria,no,1651.67,219.22,234.300428,si,no,NA,30,may,123,1,-1,0,NA,no
51,empresario,casado,terciaria,no,337.53,54.43,1509.777961,si,no,NA,30,may,56,1,-1,0,NA,no
45,admin,casado,secundaria,no,919.45,2.48,915.8333165,si,no,NA,30,may,54,3,-1,0,NA,no
27,obrero,casado,primaria,no,772.7,108.23,6262.466851,si,no,NA,30,may,152,4,-1,0,NA,no
39,obrero,casado,primaria,no,967.83,432.7,1539.259422,si,no,NA,30,may,25,4,-1,0,NA,no
49,obrero,casado,primaria,no,216.47,172.34,1727.776471,no,no,NA,30,may,139,2,-1,0,NA,no
32,servicios,soltero,secundaria,no,1729.28,75.78,2990.523971,si,no,NA,30,may,120,6,-1,0,NA,no
39,autoempleo,casado,terciaria,no,3302.66,253.09,1048.497868,si,no,NA,30,may,491,1,-1,0,NA,no
43,obrero,soltero,primaria,no,115.34,139.84,622.5174095,si,no,NA,30,may,379,17,-1,0,NA,no
40,tecnico,casado,secundaria,no,65.23,106.5,361.3911827,si,si,NA,30,may,289,2,-1,0,NA,no
35,obrero,divorciado,secundaria,no,131.83,361.36,544.2917074,si,no,NA,30,may,574,1,-1,0,NA,no
45,obrero,casado,NA,no,891.77,231.68,1375.968268,si,no,NA,30,may,343,3,-1,0,NA,no
26,tecnico,soltero,terciaria,no,737.91,361.99,417.6682175,si,no,NA,30,may,98,2,-1,0,NA,no
52,manager,divorciado,terciaria,no,2987.95,274.64,6340.760425,si,no,NA,30,may,110,1,-1,0,NA,no
50,tecnico,casado,secundaria,no,1165.38,220.5,1128.343396,si,no,NA,30,may,319,1,-1,0,NA,no
42,manager,casado,secundaria,no,1697.08,399.83,1478.956865,si,no,NA,30,may,108,1,-1,0,NA,no
38,tecnico,casado,secundaria,no,332.03,161.6,618.9958249,si,no,NA,30,may,762,3,-1,0,NA,si
35,manager,casado,terciaria,no,17.09,118.22,2699.450998,si,no,NA,30,may,80,3,-1,0,NA,no
35,manager,soltero,terciaria,no,92.27,133.31,1004.406252,si,no,NA,30,may,449,1,-1,0,NA,no
39,manager,casado,secundaria,no,1086.33,26.7,359.4374387,si,no,NA,30,may,306,1,-1,0,NA,no
32,obrero,casado,secundaria,no,11.18,122.97,1660.982322,si,no,NA,30,may,198,1,-1,0,NA,no
40,obrero,casado,secundaria,no,826.61,37.09,2123.305596,si,no,NA,30,may,135,2,-1,0,NA,no
42,desempleado,casado,secundaria,no,8187.89,339.96,4302.626873,si,no,NA,30,may,69,1,-1,0,NA,no
37,servicios,casado,terciaria,no,40.29,198.19,2924.826797,si,no,NA,30,may,55,1,-1,0,NA,no
40,manager,casado,terciaria,no,60.19,150.7,808.1696033,si,no,NA,30,may,138,1,-1,0,NA,no
46,servicios,casado,secundaria,no,1301.19,177.6,788.0802934,si,si,NA,30,may,135,1,-1,0,NA,no
42,servicios,casado,secundaria,no,575.92,56.97,663.780803,si,no,NA,30,may,70,1,-1,0,NA,no
33,obrero,soltero,secundaria,no,-110.91,45.75,2019.347694,si,no,NA,30,may,652,2,-1,0,NA,no
35,admin,soltero,terciaria,no,80.07,42.26,884.3714266,no,no,NA,30,may,327,1,-1,0,NA,no
55,obrero,casado,primaria,no,898.68,182.92,1800.585143,si,no,NA,30,may,246,1,-1,0,NA,no
43,obrero,casado,primaria,si,1248.41,149.62,1166.542259,no,no,NA,30,may,295,1,-1,0,NA,no
52,tecnico,casado,terciaria,no,1515.16,29.68,913.5182726,si,si,NA,30,may,255,1,-1,0,NA,no
60,obrero,casado,secundaria,no,2713.94,51.88,434.3056177,si,no,NA,30,may,523,1,-1,0,NA,no
49,tecnico,soltero,secundaria,no,159.52,95.55,757.7196831,si,no,NA,30,may,130,1,-1,0,NA,no
58,retirado,casado,secundaria,no,1976.11,269.69,346.2140801,no,no,NA,30,may,103,5,-1,0,NA,no
29,admin,casado,secundaria,no,478.49,264.92,3128.057999,si,no,NA,30,may,205,2,-1,0,NA,no
37,manager,casado,terciaria,no,659.61,86.18,2933.826822,si,no,NA,30,may,92,1,-1,0,NA,no
36,obrero,soltero,secundaria,no,427.9,110.6,1717.446676,si,si,NA,30,may,1133,2,-1,0,NA,si
37,tecnico,soltero,secundaria,no,514.24,61.39,164.4641248,si,no,NA,30,may,107,1,-1,0,NA,no
45,hogar,divorciado,primaria,no,485.04,143.17,415.8631576,si,no,NA,30,may,65,1,-1,0,NA,no
51,admin,casado,secundaria,no,4237.89,171.98,1179.816189,si,no,NA,30,may,556,1,-1,0,NA,no
40,manager,casado,terciaria,no,2239.12,68.49,2273.194869,si,no,NA,30,may,115,1,-1,0,NA,no
43,obrero,casado,secundaria,no,1155.08,233.34,1768.805957,no,si,NA,30,may,180,1,-1,0,NA,no
41,admin,soltero,terciaria,no,1564.44,57.55,5580.418686,si,no,NA,30,may,87,1,-1,0,NA,no
35,tecnico,soltero,secundaria,no,15.73,185.11,247.8038788,si,no,NA,30,may,70,2,-1,0,NA,no
54,manager,divorciado,terciaria,no,219.4,83.38,2388.107197,si,no,NA,30,may,132,1,-1,0,NA,no
36,manager,casado,terciaria,no,795.95,54.35,920.1492681,si,no,NA,30,may,312,1,-1,0,NA,no
42,manager,casado,terciaria,no,1876.41,285.3,1443.054211,si,no,NA,30,may,283,1,-1,0,NA,no
29,manager,casado,terciaria,no,1735.95,196.69,3875.563588,si,no,NA,30,may,182,1,-1,0,NA,no
45,obrero,casado,secundaria,no,186.7,277.42,378.3949606,si,no,NA,30,may,127,1,-1,0,NA,no
37,manager,divorciado,terciaria,no,309.93,2.2,549.7385016,si,no,NA,30,may,126,1,-1,0,NA,no
36,servicios,casado,secundaria,no,-183.59,250.09,272.2860272,si,no,NA,30,may,91,2,-1,0,NA,no
45,obrero,casado,secundaria,no,2018.98,250.58,841.4508665,si,no,NA,30,may,78,1,-1,0,NA,no
38,manager,casado,terciaria,no,12913.8,541.24,6806.213024,si,no,NA,30,may,417,1,-1,0,NA,no
50,servicios,casado,secundaria,no,1059.36,318.47,4546.481849,si,no,NA,30,may,407,1,-1,0,NA,no
38,admin,divorciado,secundaria,no,721.69,20.52,2025.459456,si,no,NA,30,may,160,1,-1,0,NA,no
49,admin,casado,secundaria,no,-85,125.16,255.4369963,no,no,NA,30,may,171,1,-1,0,NA,no
59,retirado,casado,secundaria,no,8189.51,288.98,2380.622048,no,no,NA,30,may,210,1,-1,0,NA,no
37,manager,divorciado,secundaria,no,84.03,276.56,945.1529446,si,no,NA,30,may,638,1,-1,0,NA,si
46,manager,casado,terciaria,no,634.07,45.61,3188.978618,si,no,NA,30,may,135,3,-1,0,NA,no
37,obrero,casado,secundaria,no,-456.08,177.55,1023.228732,si,no,NA,30,may,461,1,-1,0,NA,no
35,manager,soltero,terciaria,no,637.47,229.94,1272.351436,si,no,NA,30,may,763,1,-1,0,NA,si
48,admin,divorciado,secundaria,no,194.45,109.19,1284.148168,si,no,NA,30,may,171,1,-1,0,NA,no
48,tecnico,casado,secundaria,si,55.14,186.91,1904.99232,no,no,NA,30,may,682,1,-1,0,NA,si
28,admin,casado,secundaria,no,7751.32,285.23,1756.314001,si,no,NA,30,may,68,2,-1,0,NA,no
38,manager,soltero,terciaria,no,-888.18,109.95,2579.903909,si,no,NA,30,may,120,3,-1,0,NA,no
34,servicios,casado,secundaria,no,534.91,151.86,1339.892091,si,no,NA,30,may,67,2,-1,0,NA,no
37,obrero,casado,secundaria,no,489.9,85.18,470.9423952,no,si,NA,30,may,381,2,-1,0,NA,no
41,admin,divorciado,secundaria,no,2474.93,40.29,4479.911024,si,no,NA,30,may,278,2,-1,0,NA,no
36,manager,soltero,terciaria,no,1168.11,157.18,2520.344862,si,no,NA,30,may,126,1,-1,0,NA,no
42,tecnico,casado,secundaria,no,-279.17,1.95,1028.90263,si,si,NA,30,may,149,1,-1,0,NA,no
54,tecnico,divorciado,secundaria,no,896.9,136.39,3850.884975,si,no,NA,30,may,95,1,-1,0,NA,no
37,manager,soltero,secundaria,no,3243.08,27.69,3328.274983,si,no,NA,30,may,197,1,-1,0,NA,no
34,manager,casado,terciaria,no,384.83,141.29,457.0021138,si,no,NA,30,may,38,3,-1,0,NA,no
32,obrero,soltero,primaria,no,341.96,87.07,1145.586852,si,no,NA,30,may,61,2,-1,0,NA,no
31,obrero,casado,NA,si,37.48,83.01,1074.056806,si,no,NA,30,may,176,4,-1,0,NA,no
27,servicios,soltero,secundaria,no,484.81,123.16,2162.864787,si,si,NA,30,may,275,2,-1,0,NA,no
33,obrero,casado,primaria,no,1054.11,8.23,2647.933484,si,no,NA,30,may,201,4,-1,0,NA,no
57,retirado,soltero,terciaria,no,2588.92,49.62,3088.080058,si,si,NA,30,may,724,1,-1,0,NA,no
29,manager,casado,terciaria,no,299.97,209.09,1737.83515,si,no,NA,30,may,143,4,-1,0,NA,no
32,servicios,casado,secundaria,no,342.62,58.28,792.2764636,no,no,NA,30,may,197,3,-1,0,NA,no
51,manager,divorciado,terciaria,no,1056.27,87.32,339.3816815,no,no,NA,30,may,143,2,-1,0,NA,no
54,obrero,divorciado,secundaria,no,229.38,14.38,253.2893989,si,no,NA,30,may,197,12,-1,0,NA,no
45,tecnico,casado,secundaria,no,3652.53,191.55,1673.94526,si,no,NA,30,may,536,2,-1,0,NA,no
35,manager,soltero,terciaria,no,666.21,80.15,461.0556147,si,no,NA,30,may,120,2,-1,0,NA,no
38,admin,divorciado,secundaria,no,79.71,40.86,4887.271381,si,no,NA,30,may,604,2,-1,0,NA,si
43,admin,divorciado,terciaria,no,1504.85,184.9,134.1558415,si,si,NA,30,may,254,1,-1,0,NA,no
53,tecnico,casado,secundaria,no,2730.38,312.86,1853.236022,si,no,NA,30,may,121,1,-1,0,NA,no
36,obrero,casado,primaria,no,327.55,42.8,498.8953753,si,si,NA,30,may,118,2,-1,0,NA,no
49,admin,divorciado,secundaria,no,226.18,3.12,175.3116479,si,no,NA,30,may,447,1,-1,0,NA,no
39,obrero,divorciado,secundaria,no,230.57,421.95,710.2650352,si,no,NA,30,may,151,2,-1,0,NA,no
58,retirado,casado,primaria,no,673.33,92.03,1765.565738,si,no,NA,30,may,114,2,-1,0,NA,no
40,servicios,casado,primaria,no,1155.01,2.36,357.7621772,si,no,NA,30,may,854,2,-1,0,NA,si
40,manager,casado,secundaria,no,6754.46,30.65,1323.592897,si,no,NA,30,may,115,1,-1,0,NA,no
42,desempleado,divorciado,secundaria,no,1777.1,345.43,920.297432,si,no,NA,30,may,855,2,-1,0,NA,si
44,manager,casado,terciaria,no,5344.66,190.2,911.4781083,si,no,NA,30,may,274,1,-1,0,NA,no
37,servicios,casado,secundaria,no,73.3,130.45,171.7851341,si,si,NA,30,may,43,2,-1,0,NA,no
53,tecnico,divorciado,primaria,no,7348.18,144.57,2580.164196,si,no,NA,30,may,153,1,-1,0,NA,no
38,tecnico,casado,secundaria,no,257.73,101.31,283.649685,si,no,NA,30,may,264,1,-1,0,NA,no
36,hogar,casado,secundaria,no,475.85,85.98,751.3210751,si,no,NA,30,may,251,1,-1,0,NA,no
46,manager,divorciado,terciaria,no,14518.44,279.14,2209.919485,si,no,NA,30,may,1269,1,-1,0,NA,si
44,manager,divorciado,terciaria,no,1473.9,285.72,1457.559247,si,no,NA,30,may,119,1,-1,0,NA,no
32,admin,casado,secundaria,no,2059.44,83.63,413.5401906,si,no,NA,30,may,104,3,-1,0,NA,no
50,obrero,casado,primaria,no,1367.14,21.23,2288.280932,si,no,NA,30,may,65,14,-1,0,NA,no
39,tecnico,soltero,terciaria,no,4719.71,139.29,1948.179653,no,no,NA,30,may,53,2,-1,0,NA,no
55,desempleado,soltero,primaria,no,73.92,56.64,3440.942171,si,no,NA,30,may,63,2,-1,0,NA,no
35,obrero,casado,primaria,no,2258.55,177.25,3181.770914,si,no,NA,30,may,199,3,-1,0,NA,no
55,manager,casado,secundaria,no,11805.97,212.16,2543.845347,si,no,NA,30,may,75,1,-1,0,NA,no
36,obrero,casado,primaria,no,370.75,28.83,1251.80063,si,no,NA,30,may,157,3,-1,0,NA,no
32,manager,casado,terciaria,no,219.86,104.54,1039.564352,si,no,NA,30,may,565,2,-1,0,NA,no
50,tecnico,casado,secundaria,no,2131.8,197.99,1905.364426,no,no,NA,30,may,165,1,-1,0,NA,no
50,manager,casado,terciaria,no,1233.61,153.21,1119.644389,si,no,NA,30,may,150,1,-1,0,NA,no
40,manager,soltero,terciaria,no,-131.26,230.74,1034.931761,si,si,NA,30,may,109,1,-1,0,NA,no
52,obrero,casado,primaria,no,2176.68,89.59,1723.8661,si,no,NA,30,may,60,1,-1,0,NA,no
40,admin,divorciado,secundaria,no,-21.4,318.98,2078.515843,si,no,NA,30,may,385,2,-1,0,NA,no
55,servicios,casado,NA,no,1303.79,140.86,823.1372853,si,no,NA,30,may,868,1,-1,0,NA,no
59,retirado,casado,secundaria,no,4504.72,158.62,486.1880703,si,no,NA,30,may,161,1,-1,0,NA,no
51,tecnico,casado,secundaria,no,5017.52,329.12,601.0899415,si,no,NA,30,may,448,1,-1,0,NA,no
51,manager,casado,secundaria,no,2707.03,127.58,1301.088057,no,no,NA,30,may,137,1,-1,0,NA,no
36,desempleado,soltero,terciaria,no,649.5,33.28,524.5268536,si,no,NA,30,may,155,1,-1,0,NA,no
40,admin,casado,secundaria,no,1665.21,63.45,645.7563551,si,no,NA,30,may,633,1,-1,0,NA,no
37,autoempleo,divorciado,terciaria,no,1555.18,131.84,1007.726885,no,no,NA,30,may,510,1,-1,0,NA,no
51,obrero,casado,secundaria,no,1521.45,313.22,527.2996647,si,no,NA,30,may,309,1,-1,0,NA,no
58,autoempleo,casado,secundaria,no,1470.83,124.85,1015.838771,si,no,NA,30,may,58,1,-1,0,NA,no
39,tecnico,casado,terciaria,no,172.74,152.03,517.1757635,si,no,NA,30,may,127,1,-1,0,NA,no
26,obrero,soltero,secundaria,no,22.33,69.21,1656.835418,si,no,NA,30,may,170,4,-1,0,NA,no
41,obrero,casado,secundaria,no,697.6,10.89,1841.038384,si,si,NA,30,may,208,2,-1,0,NA,no
49,tecnico,casado,primaria,no,2442.55,214.92,1541.21446,si,no,NA,30,may,129,2,-1,0,NA,no
41,empresario,casado,primaria,no,803.83,159.53,169.01582,si,no,NA,30,may,134,3,-1,0,NA,no
41,obrero,casado,secundaria,no,507.27,177.37,3637.766894,si,no,NA,30,may,129,3,-1,0,NA,no
34,tecnico,casado,secundaria,no,757.88,341.08,2372.014907,si,no,NA,30,may,184,2,-1,0,NA,no
49,tecnico,casado,secundaria,no,2449.53,139.93,1708.269537,si,no,NA,30,may,371,2,-1,0,NA,no
45,admin,casado,secundaria,no,892.46,31.38,922.5501513,si,no,NA,30,may,145,2,-1,0,NA,no
41,servicios,casado,secundaria,no,153.07,46.7,475.0182007,si,no,NA,30,may,136,2,-1,0,NA,no
53,manager,casado,terciaria,no,3954.95,174.46,554.6921202,si,si,NA,30,may,63,2,-1,0,NA,no
42,obrero,casado,secundaria,no,2512.49,470.66,1647.580173,si,no,NA,30,may,143,1,-1,0,NA,no
51,manager,casado,terciaria,no,67.94,46.69,1771.99486,si,no,NA,30,may,151,1,-1,0,NA,no
32,obrero,casado,secundaria,no,474.85,58.25,2767.58467,si,no,NA,30,may,56,2,-1,0,NA,no
47,obrero,casado,primaria,no,222.82,48.56,405.0316382,si,no,NA,30,may,35,1,-1,0,NA,no
41,admin,casado,secundaria,no,4565.48,236.39,680.3751895,no,no,NA,30,may,298,3,-1,0,NA,no
44,tecnico,soltero,secundaria,no,2475.77,225.15,2839.617757,si,no,NA,30,may,158,1,-1,0,NA,no
35,tecnico,soltero,terciaria,no,478.84,48.39,402.1357102,si,no,NA,30,may,47,8,-1,0,NA,no
44,admin,casado,secundaria,no,105.7,385.47,1184.966274,no,si,NA,30,may,827,5,-1,0,NA,no
42,empresario,casado,terciaria,no,314.07,111.36,1376.031744,si,si,NA,30,may,83,2,-1,0,NA,no
44,obrero,soltero,primaria,no,864.69,103.53,1573.201955,si,no,NA,30,may,570,2,-1,0,NA,no
28,obrero,soltero,primaria,no,-184.07,282.49,833.0896065,si,no,NA,30,may,557,2,-1,0,NA,no
32,obrero,casado,secundaria,no,955.25,90.37,1944.835101,si,si,NA,30,may,59,1,-1,0,NA,no
44,admin,casado,secundaria,no,832.79,174.6,3169.069497,si,no,NA,30,may,38,5,-1,0,NA,no
34,obrero,casado,primaria,no,379.18,155.48,2029.66473,si,no,NA,30,may,170,1,-1,0,NA,no
37,tecnico,casado,secundaria,no,5219.3,252.61,2512.473503,si,no,NA,30,may,45,4,-1,0,NA,no
60,admin,casado,secundaria,no,4197.53,332.06,3072.023989,si,si,NA,30,may,422,2,-1,0,NA,no
45,servicios,casado,secundaria,no,527.7,230.43,1579.377185,si,no,NA,30,may,230,2,-1,0,NA,no
27,tecnico,casado,secundaria,no,7200.27,113.58,2794.167882,si,no,NA,30,may,141,9,-1,0,NA,no
24,admin,soltero,secundaria,no,1298.34,45.49,1526.059981,si,si,NA,30,may,76,3,-1,0,NA,no
35,tecnico,divorciado,secundaria,no,5811.41,160.69,1773.801378,si,no,NA,30,may,691,10,-1,0,NA,si
52,admin,casado,primaria,no,382.57,230.68,941.0663873,si,no,NA,30,may,141,4,-1,0,NA,no
45,obrero,casado,secundaria,no,232.21,96.34,3498.288259,si,si,NA,30,may,251,2,-1,0,NA,no
29,servicios,casado,secundaria,no,-375.33,11.53,2813.076792,si,no,NA,30,may,238,3,-1,0,NA,no
34,tecnico,divorciado,secundaria,no,1515.35,20.38,288.5089936,si,no,NA,30,may,1097,15,-1,0,NA,si
24,tecnico,soltero,secundaria,no,340.49,89.08,470.4916703,si,no,NA,30,may,111,1,-1,0,NA,no
41,admin,casado,secundaria,no,-18.34,17.1,472.9459254,si,no,NA,30,may,84,3,-1,0,NA,no
37,manager,soltero,terciaria,no,680.75,267.09,2099.908451,si,no,NA,30,may,371,2,-1,0,NA,no
51,manager,divorciado,terciaria,no,1322.11,11.42,1559.052857,si,no,NA,30,may,254,2,-1,0,NA,no
37,tecnico,soltero,secundaria,no,861.72,128.43,605.7925634,si,no,NA,30,may,103,2,-1,0,NA,no
51,manager,casado,terciaria,no,391.36,224.58,259.6451073,si,no,NA,30,may,206,2,-1,0,NA,no
29,autoempleo,soltero,terciaria,no,202.11,130.64,348.6247958,si,no,NA,30,may,1500,2,-1,0,NA,si
35,obrero,casado,secundaria,no,643.31,14.99,812.6420911,si,no,NA,30,may,265,3,-1,0,NA,no
44,tecnico,casado,secundaria,no,932.6,63.27,361.2472031,no,no,NA,30,may,567,2,-1,0,NA,no
27,obrero,casado,secundaria,no,1395.91,116.28,1011.562441,si,si,NA,30,may,254,2,-1,0,NA,no
43,admin,casado,secundaria,no,25798.75,554.73,7055.875232,si,no,NA,30,may,464,2,-1,0,NA,no
32,servicios,casado,secundaria,no,45.5,171.26,2065.082408,si,no,NA,30,may,1236,2,-1,0,NA,si
51,hogar,casado,terciaria,no,3156.08,101.02,580.2578871,si,no,NA,30,may,33,2,-1,0,NA,no
44,tecnico,casado,secundaria,no,621.99,265.31,789.9634903,si,no,NA,30,may,613,2,-1,0,NA,no
45,obrero,casado,primaria,no,749.63,41.9,3986.922396,si,no,NA,30,may,156,4,-1,0,NA,no
45,tecnico,soltero,NA,no,7126.75,333.33,1843.861481,si,si,NA,30,may,1212,3,-1,0,NA,no
57,tecnico,casado,secundaria,no,87.16,46.91,969.566871,si,si,NA,30,may,200,2,-1,0,NA,no
46,tecnico,casado,secundaria,no,130.22,41.44,684.5504191,si,no,NA,30,may,96,3,-1,0,NA,no
36,obrero,casado,secundaria,no,831.12,207.94,868.6696834,si,no,NA,30,may,171,2,-1,0,NA,no
49,manager,casado,terciaria,no,1316.23,30.1,741.1848381,si,si,NA,30,may,244,2,-1,0,NA,no
42,obrero,casado,primaria,no,260.19,219.77,518.9586033,si,no,NA,30,may,53,5,-1,0,NA,no
51,manager,casado,secundaria,no,674.96,270.99,155.8975567,si,si,NA,30,may,91,2,-1,0,NA,no
35,obrero,casado,primaria,no,429.25,121.88,1348.025829,si,no,NA,30,may,185,3,-1,0,NA,no
49,manager,divorciado,terciaria,no,-1953.69,25.06,1455.789467,si,no,NA,30,may,169,3,-1,0,NA,no
47,obrero,casado,secundaria,no,1877.43,46.08,1021.088241,si,si,NA,30,may,515,2,-1,0,NA,no
27,servicios,soltero,terciaria,no,3096.54,91.23,2088.265092,si,no,NA,30,may,388,7,-1,0,NA,no
43,obrero,casado,primaria,no,6708.69,379.96,1751.951807,no,no,NA,30,may,192,4,-1,0,NA,no
52,admin,casado,primaria,no,2329.37,104.74,3096.703411,si,no,NA,30,may,178,2,-1,0,NA,no
32,manager,divorciado,terciaria,no,1685.72,41.32,722.614811,si,no,NA,30,may,422,9,-1,0,NA,no
29,servicios,divorciado,secundaria,no,663.02,27.46,2106.904259,si,no,NA,30,may,76,2,-1,0,NA,no
50,desempleado,casado,secundaria,no,3748.14,157.15,489.9657187,si,no,NA,30,may,886,3,-1,0,NA,si
29,autoempleo,soltero,terciaria,no,624,192.08,1061.324333,no,no,NA,30,may,296,2,-1,0,NA,no
39,desempleado,soltero,secundaria,no,431.63,70.51,323.4550481,si,no,NA,30,may,462,2,-1,0,NA,no
51,obrero,casado,secundaria,no,1434.41,19.56,1902.631371,si,no,NA,30,may,378,1,-1,0,NA,no
35,obrero,casado,secundaria,no,756.83,38.13,1352.446532,si,si,NA,30,may,1343,3,-1,0,NA,si
32,admin,divorciado,terciaria,no,-63,41.49,488.1675038,si,no,NA,30,may,288,4,-1,0,NA,no
39,manager,casado,terciaria,no,626.69,207.67,326.1877927,si,no,NA,30,may,136,2,-1,0,NA,no
43,manager,soltero,terciaria,no,747.53,182.73,499.8734706,si,no,NA,30,may,58,1,-1,0,NA,no
38,manager,casado,terciaria,no,2632.92,180.85,871.8459014,si,no,NA,30,may,60,1,-1,0,NA,no
45,manager,casado,terciaria,no,2132.54,286.36,968.5928243,no,no,NA,30,may,340,1,-1,0,NA,no
43,admin,divorciado,secundaria,no,767.47,307.79,2875.154313,si,no,NA,30,may,668,2,-1,0,NA,no
52,manager,casado,terciaria,no,1141.81,43.02,1077.206751,si,si,NA,30,may,159,1,-1,0,NA,no
40,admin,soltero,secundaria,no,2094.22,19.33,2402.794957,si,no,NA,30,may,113,1,-1,0,NA,no
35,estudiante,soltero,secundaria,no,3036.1,165.62,2074.612827,si,no,NA,30,may,123,2,-1,0,NA,no
44,obrero,casado,secundaria,no,3307.99,64.17,764.8504298,si,no,NA,30,may,306,1,-1,0,NA,no
42,admin,divorciado,secundaria,no,485.57,78.38,1345.867236,si,no,NA,30,may,148,1,-1,0,NA,no
29,obrero,casado,primaria,no,285.6,197.47,934.684077,si,no,NA,30,may,322,2,-1,0,NA,no
51,tecnico,divorciado,secundaria,no,508.16,80.63,124.0788726,si,no,NA,30,may,475,4,-1,0,NA,no
41,hogar,casado,terciaria,no,877.03,68.55,233.0597772,si,no,NA,30,may,130,2,-1,0,NA,no
54,autoempleo,casado,secundaria,no,12220.19,623.38,2636.024948,si,no,NA,30,may,183,2,-1,0,NA,no
42,tecnico,divorciado,secundaria,no,3094.55,126.17,1564.452443,si,si,NA,30,may,224,5,-1,0,NA,no
45,servicios,soltero,secundaria,no,545.62,1.01,356.2837359,si,si,NA,30,may,637,2,-1,0,NA,no
42,tecnico,casado,secundaria,no,4857.02,253.36,2990.613316,si,no,NA,30,may,88,2,-1,0,NA,no
53,manager,casado,terciaria,no,-532.27,219.34,384.4877149,si,no,NA,30,may,509,2,-1,0,NA,no
48,tecnico,casado,NA,no,2111.01,162.3,1780.4942,si,no,NA,30,may,152,1,-1,0,NA,no
35,manager,soltero,terciaria,no,94.14,106.21,700.8305232,si,no,NA,30,may,147,1,-1,0,NA,no
32,admin,divorciado,secundaria,no,80.72,327.89,517.531567,si,no,NA,30,may,97,2,-1,0,NA,no
35,manager,divorciado,terciaria,no,3303.8,245.13,2173.340784,no,no,NA,30,may,337,3,-1,0,NA,no
46,obrero,casado,primaria,no,-205.22,19.85,1166.001632,si,no,NA,30,may,113,3,-1,0,NA,no
48,servicios,casado,secundaria,no,7087.6,113.88,740.4926685,si,no,NA,30,may,465,3,-1,0,NA,no
31,tecnico,divorciado,secundaria,no,698.86,188.75,219.353775,si,no,NA,30,may,294,3,-1,0,NA,no
28,manager,soltero,terciaria,no,67.94,212.2,1025.352939,si,no,NA,30,may,224,4,-1,0,NA,no
